Name,Symbols,ISIN Code,Industry Group,Industry
Vinyas Innovativ,VINYAS,INE0OLS01010,Industrial Manufacturing,Industrial Products
KP Green Engg.,544150,INE0QVH01025,Electrical Equipment,Heavy Electrical Equipment
Khazanchi Jewell,543953,INE0OWC01011,Consumer Durables,"Gems, Jewellery And Watches"
Anondita Medi.,ANONDITA,INE0VTV01012,Personal Products,Personal Care
Aayush Art,540718,INE777X01017,Textiles & Apparels,Other Textile Products
OBSC Perfection,OBSCP,INE0YHV01011,Auto Components,Auto Components & Equipments
Kody Technolab,KODYTECH,INE0Q7P01013,IT - Software,Computers - Software & Consulting
Monolithisch Ind,MONOLITH,INE1DV401010,Industrial Products,Electrodes & Refractories
Alpex Solar,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment
CFF Fluid,543920,INE0NJ001013,Aerospace & Defense,Aerospace & Defense
Amic Forging,544037,INE0P9J01013,Industrial Products,Castings & Forgings
Concord Control,543619,INE0N0J01014,Industrial Manufacturing,Industrial Products
Yash Highvoltage,544310,INE00GK01023,Electrical Equipment,Other Electrical Equipment
Oriana Power Ltd,ORIANA,INE0OUT01019,Electrical Equipment,Other Electrical Equipment
Bondada Engineer,543971,INE0Q8P01029,Telecom - Services,Telecom - Infrastructure
Aimtron,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products
Kesar India,543542,INE0L1C01019,Realty,"Residential, Commercial Projects"
Afcom Holdings,544224,INE0OXY01013,Transport Services,Logistics Solution Provider
V-Marc India,VMARCIND,INE0GXK01018,Industrial Products,Cables - Electricals
